Date,Adj Close
2010-06-02,103.049242
2010-06-03,104.557439
2010-06-04,105.171621
2010-06-05,105.769192
2010-06-06,105.025326
2010-06-07,105.071735
2010-06-08,106.550742
2010-06-09,105.987890
2010-06-10,106.274237
2010-06-11,105.258017
2010-06-12,105.502654
2010-06-13,104.420075
2010-06-14,103.949649
2010-06-15,103.634140
2010-06-16,104.592869
2010-06-17,105.062330
2010-06-18,104.436198
2010-06-19,104.335075
2010-06-20,104.325901
2010-06-21,104.328115
2010-06-22,103.441412
2010-06-23,104.302328
2010-06-24,104.594754
2010-06-25,104.807634
2010-06-26,107.481545
2010-06-27,107.005789
2010-06-28,107.768028
2010-06-29,106.179341
2010-06-30,108.242826
2010-07-01,107.295011
2010-07-02,106.240442
2010-07-03,106.068029
2010-07-04,105.098804
2010-07-05,103.849378
2010-07-06,104.676184
2010-07-07,105.415219
2010-07-08,105.474541
2010-07-09,105.133142
2010-07-10,105.859172
2010-07-11,105.242710
2010-07-12,104.517551
2010-07-13,105.535011
2010-07-14,104.627221
2010-07-15,103.771441
2010-07-16,104.364292
2010-07-17,104.093051
2010-07-18,103.115521
2010-07-19,102.999848
2010-07-20,102.780053
2010-07-21,102.084075
2010-07-22,102.401844
2010-07-23,103.142990
2010-07-24,104.257082
2010-07-25,102.982804
2010-07-26,103.140094
2010-07-27,103.265484
2010-07-28,101.196500
2010-07-29,100.375675
2010-07-30,100.455439
2010-07-31,98.732007
2010-08-01,99.153326
2010-08-02,100.494720
2010-08-03,99.252792
2010-08-04,100.769173
2010-08-05,104.485520
2010-08-06,104.245641
2010-08-07,103.975120
2010-08-08,103.559860
2010-08-09,100.642151
2010-08-10,99.462716
2010-08-11,100.383542
2010-08-12,100.152965
2010-08-13,100.840402
2010-08-14,100.876704
2010-08-15,100.859290
2010-08-16,101.457088
2010-08-17,100.397186
2010-08-18,100.861235
2010-08-19,101.204806
2010-08-20,100.044434
2010-08-21,98.466243
2010-08-22,98.005499
2010-08-23,100.760614
2010-08-24,102.422176
2010-08-25,103.663556
2010-08-26,103.375601
2010-08-27,103.685151
2010-08-28,103.560928
2010-08-29,104.743257
2010-08-30,105.344783
2010-08-31,103.395244
2010-09-01,104.289540
2010-09-02,105.287048
2010-09-03,104.773419
2010-09-04,104.042938
2010-09-05,104.679391
2010-09-06,104.123591
2010-09-07,104.474226
2010-09-08,104.561552
2010-09-09,104.053479
2010-09-10,102.904680
2010-09-11,105.276906
2010-09-12,104.512404
2010-09-13,104.823483
2010-09-14,104.711166
2010-09-15,104.754682
2010-09-16,103.190359
2010-09-17,102.332971
2010-09-18,101.054021
2010-09-19,102.295255
2010-09-20,101.510050
2010-09-21,100.686647
2010-09-22,101.640231
2010-09-23,102.045778
2010-09-24,103.415914
2010-09-25,104.060475
2010-09-26,104.145810
2010-09-27,103.281287
2010-09-28,104.924757
2010-09-29,104.789823
2010-09-30,103.912268
2010-10-01,103.745319
2010-10-02,103.590549
2010-10-03,105.166085
2010-10-04,107.804655
2010-10-05,107.593167
2010-10-06,108.697783
2010-10-07,107.890936
2010-10-08,107.675388
2010-10-09,106.942132
2010-10-10,107.104500
2010-10-11,107.803486
2010-10-12,108.060220
2010-10-13,107.704867
2010-10-14,107.699122
2010-10-15,106.966745
2010-10-16,107.567561
2010-10-17,107.198745
2010-10-18,107.503214
2010-10-19,108.585732
2010-10-20,107.973483
2010-10-21,109.635565
2010-10-22,107.195081
2010-10-23,106.570975
2010-10-24,107.642026
2010-10-25,107.342736
2010-10-26,106.325550
2010-10-27,105.824950
2010-10-28,107.524558
2010-10-29,109.498699
2010-10-30,108.048594
2010-10-31,107.371442
2010-11-01,106.682507
2010-11-02,108.250490
2010-11-03,108.058878
2010-11-04,108.530138
2010-11-05,108.768166
2010-11-06,108.822247
2010-11-07,108.490558
2010-11-08,109.634989
2010-11-09,109.743951
2010-11-10,108.615826
2010-11-11,108.529005
2010-11-12,107.156547
2010-11-13,107.311764
2010-11-14,106.882619
2010-11-15,105.928162
2010-11-16,103.859744
2010-11-17,106.221945
2010-11-18,106.148943
2010-11-19,108.053768
2010-11-20,107.186694
2010-11-21,107.664376
2010-11-22,109.715819
2010-11-23,110.629744
2010-11-24,109.977185
2010-11-25,107.785822
2010-11-26,106.304030
2010-11-27,106.836906
2010-11-28,107.683251
2010-11-29,108.477166
2010-11-30,108.615966
2010-12-01,108.978017
2010-12-02,109.755052
2010-12-03,109.564245
2010-12-04,110.061298
2010-12-05,110.699627
2010-12-06,109.756206
2010-12-07,110.772853
2010-12-08,112.772939
2010-12-09,115.612626
2010-12-10,116.324186
2010-12-11,116.312011
2010-12-12,114.920875
2010-12-13,115.949752
2010-12-14,116.987167
2010-12-15,116.097808
2010-12-16,117.048111
2010-12-17,116.593260
2010-12-18,115.288872
2010-12-19,115.359810
2010-12-20,115.044877
2010-12-21,114.426667
2010-12-22,113.864979
2010-12-23,113.413680
2010-12-24,111.919220
2010-12-25,114.422847
2010-12-26,116.194983
2010-12-27,114.987628
2010-12-28,115.682785
2010-12-29,115.885706
2010-12-30,115.855932
2010-12-31,117.959636
2011-01-01,118.877306
2011-01-02,117.628400
2011-01-03,117.263368
2011-01-04,115.254711
2011-01-05,115.756632
2011-01-06,116.011949
2011-01-07,116.293847
2011-01-08,116.110160
2011-01-09,116.220396
2011-01-10,116.609815
2011-01-11,118.928149
2011-01-12,119.207757
2011-01-13,118.925465
2011-01-14,119.602431
2011-01-15,120.704877
2011-01-16,122.193369
2011-01-17,123.684485
2011-01-18,123.459005
2011-01-19,124.713032
2011-01-20,123.919989
2011-01-21,122.322835
2011-01-22,121.561343
2011-01-23,122.319299
2011-01-24,120.457009
2011-01-25,122.528305
2011-01-26,122.468820
2011-01-27,123.222845
2011-01-28,122.817950
2011-01-29,121.270626
2011-01-30,120.970009
2011-01-31,121.668016
2011-02-01,120.493546
2011-02-02,120.859141
2011-02-03,119.765360
2011-02-04,117.838695
2011-02-05,116.714635
2011-02-06,117.282137
2011-02-07,115.713320
2011-02-08,116.507285
2011-02-09,116.566670
2011-02-10,115.735453
2011-02-11,115.755117
2011-02-12,117.935884
2011-02-13,118.936026
2011-02-14,119.945714
2011-02-15,119.648632
2011-02-16,117.894487
2011-02-17,119.133128
2011-02-18,120.780384
2011-02-19,121.502083
2011-02-20,122.261618
2011-02-21,123.046774
2011-02-22,123.308811
2011-02-23,123.005514
2011-02-24,124.321086
2011-02-25,124.673257
2011-02-26,122.274920
2011-02-27,122.461357
2011-02-28,122.147895
2011-03-01,120.432135
2011-03-02,122.567101
2011-03-03,125.598241
2011-03-04,124.203460
2011-03-05,125.174473
2011-03-06,124.943122
2011-03-07,125.259377
2011-03-08,124.617967
2011-03-09,124.810291
2011-03-10,126.579358
2011-03-11,126.998785
2011-03-12,126.652570
2011-03-13,126.281012
2011-03-14,125.238416
2011-03-15,124.950200
2011-03-16,123.414226
2011-03-17,124.913532
2011-03-18,122.427071
2011-03-19,122.642106
2011-03-20,121.647757
2011-03-21,120.840368
2011-03-22,120.163239
2011-03-23,119.419446
2011-03-24,120.771340
2011-03-25,122.127421
2011-03-26,120.647099
2011-03-27,119.240039
2011-03-28,121.147965
2011-03-29,123.137261
2011-03-30,124.040041
2011-03-31,121.493746
2011-04-01,122.840297
2011-04-02,121.575036
2011-04-03,122.180962
2011-04-04,120.875502
2011-04-05,121.109253
2011-04-06,120.407054
2011-04-07,120.729380
2011-04-08,119.513210
2011-04-09,119.627784
2011-04-10,118.376347
2011-04-11,118.550924
2011-04-12,118.156054
2011-04-13,120.895781
2011-04-14,121.740096
2011-04-15,119.218725
2011-04-16,119.501302
2011-04-17,121.239044
2011-04-18,120.689981
2011-04-19,119.994633
2011-04-20,119.690079
2011-04-21,121.608446
2011-04-22,122.923051
2011-04-23,124.632436
2011-04-24,123.307784
2011-04-25,122.960636
2011-04-26,121.810491
2011-04-27,121.667891
2011-04-28,122.291694
2011-04-29,120.948039
2011-04-30,121.711888
2011-05-01,124.323906
2011-05-02,123.035854
2011-05-03,122.612840
2011-05-04,122.958004
2011-05-05,123.318484
2011-05-06,121.409797
2011-05-07,122.774572
2011-05-08,123.092451
2011-05-09,123.035573
2011-05-10,122.816890
2011-05-11,125.658936
2011-05-12,124.168298
2011-05-13,124.144173
2011-05-14,123.712337
2011-05-15,124.834387
2011-05-16,125.401797
2011-05-17,126.610159
2011-05-18,126.888647
2011-05-19,130.427880
2011-05-20,130.714257
2011-05-21,130.989922
2011-05-22,130.601401
2011-05-23,131.368241
2011-05-24,130.878063
2011-05-25,131.493937
2011-05-26,133.463545
2011-05-27,134.165622
2011-05-28,133.972623
2011-05-29,135.331076
2011-05-30,135.457419
2011-05-31,137.362209
2011-06-01,137.720110
2011-06-02,138.351729
2011-06-03,137.733431
2011-06-04,138.769235
2011-06-05,139.669094
2011-06-06,140.454581
2011-06-07,140.336658
2011-06-08,141.715254
2011-06-09,141.505591
2011-06-10,140.419494
2011-06-11,140.684545
2011-06-12,144.066269
2011-06-13,142.747543
2011-06-14,142.221736
2011-06-15,141.610302
2011-06-16,142.341192
2011-06-17,142.383051
2011-06-18,141.730182
2011-06-19,141.399348
2011-06-20,144.229476
2011-06-21,142.228496
2011-06-22,142.715781
2011-06-23,141.619708
2011-06-24,141.797447
2011-06-25,144.264898
2011-06-26,143.953321
2011-06-27,145.485719
2011-06-28,146.303115
2011-06-29,146.599858
2011-06-30,147.260232
2011-07-01,147.410314
2011-07-02,148.870396
2011-07-03,149.636884
2011-07-04,147.393586
2011-07-05,146.709093
2011-07-06,147.748497
2011-07-07,149.034329
2011-07-08,148.700771
2011-07-09,148.301723
2011-07-10,147.042217
2011-07-11,147.596549
2011-07-12,148.154968
2011-07-13,148.067747
2011-07-14,146.854774
2011-07-15,147.759793
2011-07-16,147.656129
2011-07-17,146.448655
2011-07-18,146.870367
2011-07-19,148.122143
2011-07-20,144.668730
2011-07-21,145.387555
2011-07-22,145.798201
2011-07-23,144.750475
2011-07-24,142.772619
2011-07-25,142.066563
2011-07-26,142.575499
2011-07-27,141.167198
2011-07-28,139.309850
2011-07-29,140.801172
2011-07-30,139.907803
2011-07-31,140.418065
2011-08-01,137.359530
2011-08-02,138.363481
2011-08-03,139.399907
2011-08-04,140.688079
2011-08-05,139.710349
2011-08-06,138.565394
2011-08-07,138.658881
2011-08-08,138.808969
2011-08-09,138.272133
2011-08-10,136.529912
2011-08-11,137.752048
2011-08-12,137.877643
2011-08-13,138.173687
2011-08-14,136.323010
2011-08-15,135.630201
2011-08-16,135.476558
2011-08-17,135.129884
2011-08-18,133.735927
2011-08-19,132.820477
2011-08-20,130.881609
2011-08-21,131.192670
2011-08-22,133.487372
2011-08-23,132.834213
