date,price
2017-04-23,234.712108
2017-04-24,234.062872
2017-04-25,233.325605
2017-04-26,232.502042
2017-04-27,231.594103
2017-04-28,230.603878
2017-04-29,229.533625
2017-04-30,228.385754
2017-05-01,227.162822
2017-05-02,225.867521
2017-05-03,224.502668
2017-05-04,223.071192
2017-05-05,221.576122
2017-05-06,220.020581
2017-05-07,218.407768
2017-05-08,216.740950
2017-05-09,215.023450
2017-05-10,213.258633
2017-05-11,211.449898
2017-05-12,209.600666
2017-05-13,207.714368
2017-05-14,205.794435
2017-05-15,203.844290
2017-05-16,201.867333
2017-05-17,199.866939
2017-05-18,197.846443
2017-05-19,195.809135
2017-05-20,193.758252
2017-05-21,191.696970
2017-05-22,189.628398
2017-05-23,187.555571
2017-05-24,185.481448
2017-05-25,183.408902
2017-05-26,181.340720
2017-05-27,179.279597
2017-05-28,177.228135
2017-05-29,175.188839
2017-05-30,173.164114
2017-05-31,171.156267
2017-06-01,169.167502
2017-06-02,167.199922
2017-06-03,165.255530
2017-06-04,163.336225
2017-06-05,161.443808
2017-06-06,159.579979
2017-06-07,157.746341
2017-06-08,155.944400
2017-06-09,154.175571
2017-06-10,152.441174
2017-06-11,150.742441
2017-06-12,149.080519
2017-06-13,147.456471
2017-06-14,145.871280
2017-06-15,144.325852
2017-06-16,142.821018
2017-06-17,141.357541
2017-06-18,139.936116
2017-06-19,138.557376
2017-06-20,137.221892
2017-06-21,135.930181
2017-06-22,134.682707
2017-06-23,133.479882
2017-06-24,132.322077
2017-06-25,131.209615
2017-06-26,130.142785
2017-06-27,129.121837
2017-06-28,128.146988
2017-06-29,127.218427
2017-06-30,126.336314
2017-07-01,125.500787
2017-07-02,124.711962
2017-07-03,123.969934
2017-07-04,123.274785
2017-07-05,122.626580
2017-07-06,122.025375
2017-07-07,121.471214
2017-07-08,120.964134
2017-07-09,120.504166
2017-07-10,120.091335
2017-07-11,119.725666
2017-07-12,119.407179
2017-07-13,119.135896
2017-07-14,118.911838
2017-07-15,118.735031
2017-07-16,118.605498
2017-07-17,118.523270
2017-07-18,118.488378
2017-07-19,118.500860
2017-07-20,118.560756
2017-07-21,118.668111
2017-07-22,118.822973
2017-07-23,119.025396
2017-07-24,119.275436
2017-07-25,119.573153
2017-07-26,119.918609
2017-07-27,120.311867
2017-07-28,120.752992
2017-07-29,121.242048
2017-07-30,121.779097
2017-07-31,122.364199
2017-08-01,122.997408
2017-08-02,123.678773
2017-08-03,124.408335
2017-08-04,125.186125
2017-08-05,126.012161
2017-08-06,126.886448
2017-08-07,127.808973
2017-08-08,128.779705
2017-08-09,129.798590
2017-08-10,130.865549
2017-08-11,131.980478
2017-08-12,133.143239
2017-08-13,134.353663
2017-08-14,135.611540
2017-08-15,136.916624
2017-08-16,138.268623
2017-08-17,139.667196
2017-08-18,141.111953
2017-08-19,142.602448
2017-08-20,144.138177
2017-08-21,145.718574
2017-08-22,147.343006
2017-08-23,149.010770
2017-08-24,150.721090
2017-08-25,152.473113
2017-08-26,154.265905
2017-08-27,156.098446
2017-08-28,157.969630
2017-08-29,159.878260
2017-08-30,161.823042
2017-08-31,163.802587
2017-09-01,165.815407
2017-09-02,167.859909
2017-09-03,169.934398
2017-09-04,172.037071
2017-09-05,174.166018
2017-09-06,176.319221
2017-09-07,178.494549
2017-09-08,180.689765
2017-09-09,182.902521
2017-09-10,185.130359
2017-09-11,187.370713
2017-09-12,189.620914
2017-09-13,191.878186
2017-09-14,194.139653
2017-09-15,196.402343
2017-09-16,198.663188
2017-09-17,200.919034
2017-09-18,203.166642
2017-09-19,205.402697
2017-09-20,207.623813
2017-09-21,209.826541
2017-09-22,212.007375
2017-09-23,214.162763
2017-09-24,216.289115
2017-09-25,218.382811
2017-09-26,220.440214
2017-09-27,222.457679
2017-09-28,224.431561
2017-09-29,226.358232
2017-09-30,228.234090
2017-10-01,230.055569
2017-10-02,231.819154
2017-10-03,233.521391
2017-10-04,235.158902
2017-10-05,236.728395
2017-10-06,238.226677
2017-10-07,239.650668
2017-10-08,240.997410
2017-10-09,242.264080
2017-10-10,243.448003
2017-10-11,244.546658
2017-10-12,245.557696
2017-10-13,246.478943
2017-10-14,247.308412
2017-10-15,248.044312
2017-10-16,248.685052
2017-10-17,249.229256
2017-10-18,249.675757
2017-10-19,250.023615
2017-10-20,250.272111
2017-10-21,250.420755
2017-10-22,250.469288
2017-10-23,250.417680
2017-10-24,250.266134
2017-10-25,250.015083
2017-10-26,249.665188
2017-10-27,249.217337
2017-10-28,248.672636
2017-10-29,248.032411
2017-10-30,247.298196
2017-10-31,246.471731
2017-11-01,245.554950
2017-11-02,244.549978
2017-11-03,243.459117
2017-11-04,242.284837
2017-11-05,241.029771
2017-11-06,239.696698
2017-11-07,238.288533
2017-11-08,236.808317
2017-11-09,235.259208
2017-11-10,233.644461
2017-11-11,231.967423
2017-11-12,230.231516
2017-11-13,228.440229
2017-11-14,226.597103
2017-11-15,224.705718
2017-11-16,222.769684
2017-11-17,220.792628
2017-11-18,218.778182
2017-11-19,216.729972
2017-11-20,214.651611
2017-11-21,212.546684
2017-11-22,210.418743
2017-11-23,208.271292
2017-11-24,206.107787
2017-11-25,203.931621
2017-11-26,201.746120
2017-11-27,199.554534
2017-11-28,197.360037
2017-11-29,195.165712
2017-11-30,192.974556
2017-12-01,190.789469
2017-12-02,188.613253
2017-12-03,186.448610
2017-12-04,184.298138
2017-12-05,182.164329
2017-12-06,180.049570
2017-12-07,177.956140
2017-12-08,175.886209
2017-12-09,173.841843
2017-12-10,171.824997
2017-12-11,169.837524
2017-12-12,167.881171
2017-12-13,165.957582
2017-12-14,164.068302
2017-12-15,162.214776
2017-12-16,160.398355
2017-12-17,158.620296
2017-12-18,156.881769
2017-12-19,155.183853
2017-12-20,153.527548
2017-12-21,151.913773
2017-12-22,150.343371
2017-12-23,148.817111
2017-12-24,147.335695
2017-12-25,145.899760
2017-12-26,144.509881
2017-12-27,143.166576
2017-12-28,141.870308
2017-12-29,140.621490
2017-12-30,139.420489
2017-12-31,138.267629
2018-01-01,134.447180
2018-01-02,130.770580
2018-01-03,127.232906
2018-01-04,123.829356
2018-01-05,120.555252
2018-01-06,117.406037
2018-01-07,114.377279
2018-01-08,111.464671
2018-01-09,108.664029
2018-01-10,105.971292
2018-01-11,103.382520
2018-01-12,100.893895
2018-01-13,98.501717
2018-01-14,96.202405
2018-01-15,93.992492
2018-01-16,91.868624
2018-01-17,89.827558
2018-01-18,87.866159
2018-01-19,85.981400
2018-01-20,84.170354
2018-01-21,82.430197
2018-01-22,80.758201
2018-01-23,79.151734
2018-01-24,77.608255
2018-01-25,76.125312
2018-01-26,74.700540
2018-01-27,73.331657
2018-01-28,72.016460
2018-01-29,70.752825
2018-01-30,69.538702
2018-01-31,68.372113
2018-02-01,67.251148
2018-02-02,66.173966
2018-02-03,65.138787
2018-02-04,64.143892
2018-02-05,63.187623
2018-02-06,62.268375
2018-02-07,61.384598
2018-02-08,60.534793
2018-02-09,59.717511
2018-02-10,58.931347
2018-02-11,58.174943
2018-02-12,57.446982
2018-02-13,56.746189
2018-02-14,56.071325
2018-02-15,55.421190
2018-02-16,54.794619
2018-02-17,54.190478
2018-02-18,53.607668
2018-02-19,53.045117
2018-02-20,52.501784
2018-02-21,51.976655
2018-02-22,51.468742
2018-02-23,50.977082
2018-02-24,50.500736
2018-02-25,50.038789
2018-02-26,49.590347
2018-02-27,49.154538
2018-02-28,48.730509
2018-03-01,48.317429
2018-03-02,47.914485
2018-03-03,47.520884
2018-03-04,47.135851
2018-03-05,46.758628
2018-03-06,46.388477
2018-03-07,46.024676
2018-03-08,45.666522
2018-03-09,45.313328
2018-03-10,44.964426
2018-03-11,44.619166
2018-03-12,44.276914
2018-03-13,43.937057
2018-03-14,43.598999
2018-03-15,43.262162
2018-03-16,42.925990
2018-03-17,42.589943
2018-03-18,42.253505
2018-03-19,41.916178
2018-03-20,41.577486
2018-03-21,41.236976
2018-03-22,40.894216
2018-03-23,40.548797
2018-03-24,40.200334
2018-03-25,39.848467
2018-03-26,39.492858
2018-03-27,39.133196
2018-03-28,38.769197
2018-03-29,38.400601
2018-03-30,38.027175
2018-03-31,38.409269
2018-04-01,38.785856
2018-04-02,39.156289
2018-04-03,39.519917
2018-04-04,39.876090
2018-04-05,40.224158
2018-04-06,40.563477
2018-04-07,40.893407
2018-04-08,41.213314
2018-04-09,41.522579
2018-04-10,41.820589
2018-04-11,42.106751
2018-04-12,42.380486
2018-04-13,42.641233
2018-04-14,42.888454
2018-04-15,43.121633
2018-04-16,43.340278
2018-04-17,43.543927
2018-04-18,43.732145
2018-04-19,43.904527
2018-04-20,44.060704
2018-04-21,44.200337
2018-04-22,44.323124
2018-04-23,44.428802
2018-04-24,44.517144
2018-04-25,44.587961
2018-04-26,44.641105
2018-04-27,44.676469
2018-04-28,44.693986
2018-04-29,44.693630
2018-04-30,44.675417
2018-05-01,44.639405
2018-05-02,44.585690
2018-05-03,44.514411
2018-05-04,44.425747
2018-05-05,44.319915
2018-05-06,44.197170
2018-05-07,44.057805
2018-05-08,43.902148
2018-05-09,43.730561
2018-05-10,43.543440
2018-05-11,43.341210
2018-05-12,43.124329
2018-05-13,42.893278
2018-05-14,42.648566
2018-05-15,42.390725
2018-05-16,42.120308
2018-05-17,41.837889
2018-05-18,41.544056
2018-05-19,41.239413
2018-05-20,40.924578
2018-05-21,40.600179
2018-05-22,40.266850
2018-05-23,39.925234
2018-05-24,39.575977
2018-05-25,39.219726
2018-05-26,38.857129
2018-05-27,38.488834
2018-05-28,38.115481
2018-05-29,37.737708
2018-05-30,37.356145
2018-05-31,36.971412
2018-06-01,36.584122
2018-06-02,36.194873
2018-06-03,35.804253
2018-06-04,35.412834
2018-06-05,35.021176
2018-06-06,34.629820
2018-06-07,34.239292
2018-06-08,33.850102
2018-06-09,33.462741
2018-06-10,33.077681
2018-06-11,32.695377
2018-06-12,32.316263
2018-06-13,31.940756
2018-06-14,31.569253
2018-06-15,31.202132
2018-06-16,30.839752
2018-06-17,30.482451
2018-06-18,30.130552
2018-06-19,29.784356
2018-06-20,29.444148
2018-06-21,29.110195
2018-06-22,28.782745
2018-06-23,28.462033
2018-06-24,28.148273
2018-06-25,27.841667
2018-06-26,27.542400
2018-06-27,27.250642
2018-06-28,26.966551
2018-06-29,26.690272
2018-06-30,26.421934
2018-07-01,26.161657
2018-07-02,25.909549
2018-07-03,25.665708
2018-07-04,25.430220
2018-07-05,25.203165
2018-07-06,24.984611
2018-07-07,24.774620
2018-07-08,24.573246
2018-07-09,24.380537
2018-07-10,24.196532
2018-07-11,24.021269
2018-07-12,23.854777
2018-07-13,23.697082
2018-07-14,23.548205
2018-07-15,23.408166
2018-07-16,23.276979
2018-07-17,23.154657
2018-07-18,23.041209
2018-07-19,22.936645
2018-07-20,22.840972
2018-07-21,22.754195
2018-07-22,22.676319
2018-07-23,22.607348
2018-07-24,22.547287
2018-07-25,22.496139
2018-07-26,22.453910
2018-07-27,22.420602
2018-07-28,22.396222
2018-07-29,22.380774
2018-07-30,22.374265
2018-07-31,22.376701
2018-08-01,22.388091
2018-08-02,22.408442
2018-08-03,22.437765
2018-08-04,22.476068
2018-08-05,22.523364
2018-08-06,22.579662
2018-08-07,22.644975
2018-08-08,22.719314
2018-08-09,22.802693
2018-08-10,22.895122
2018-08-11,22.996614
2018-08-12,23.107180
2018-08-13,23.226830
2018-08-14,23.355574
2018-08-15,23.493419
2018-08-16,23.640371
2018-08-17,23.796433
2018-08-18,23.961606
2018-08-19,24.135889
2018-08-20,24.319274
2018-08-21,24.511751
2018-08-22,24.713307
2018-08-23,24.923921
2018-08-24,25.143566
2018-08-25,25.372211
2018-08-26,25.609817
2018-08-27,25.856336
2018-08-28,26.111714
2018-08-29,26.375886
2018-08-30,26.648778
2018-08-31,26.930306
2018-09-01,27.220375
2018-09-02,27.518877
2018-09-03,27.825693
2018-09-04,28.140691
2018-09-05,28.463723
2018-09-06,28.794629
2018-09-07,29.133231
2018-09-08,29.479337
2018-09-09,29.832739
2018-09-10,30.193209
2018-09-11,30.560504
2018-09-12,30.934360
2018-09-13,31.314498
2018-09-14,31.700615
2018-09-15,32.092392
2018-09-16,32.489487
2018-09-17,32.891541
2018-09-18,33.298171
2018-09-19,33.708976
2018-09-20,34.123532
2018-09-21,34.541397
2018-09-22,34.962105
2018-09-23,35.385172
2018-09-24,35.810094
2018-09-25,36.236346
2018-09-26,36.663386
2018-09-27,37.090652
2018-09-28,37.517564
2018-09-29,37.943526
2018-09-30,38.367928
2018-10-01,38.790142
2018-10-02,39.209530
2018-10-03,39.625439
2018-10-04,40.037209
2018-10-05,40.444167
2018-10-06,40.845637
2018-10-07,41.240934
2018-10-08,41.629371
2018-10-09,42.010261
2018-10-10,42.382915
2018-10-11,42.746648
2018-10-12,43.100780
2018-10-13,43.444638
2018-10-14,43.777557
2018-10-15,44.098887
2018-10-16,44.407988
2018-10-17,44.704240
2018-10-18,44.987041
2018-10-19,45.255807
2018-10-20,45.509982
2018-10-21,45.749032
2018-10-22,45.972452
2018-10-23,46.179767
2018-10-24,46.370534
2018-10-25,46.544342
2018-10-26,46.700816
2018-10-27,46.839618
2018-10-28,46.960449
2018-10-29,47.063048
2018-10-30,47.147197
2018-10-31,47.212717
2018-11-01,47.259474
2018-11-02,47.287375
2018-11-03,47.296371
2018-11-04,47.286458
2018-11-05,47.257674
2018-11-06,47.210102
2018-11-07,47.143866
2018-11-08,47.059134
2018-11-09,46.956116
2018-11-10,46.835063
2018-11-11,46.696264
2018-11-12,46.540049
2018-11-13,46.366782
2018-11-14,46.176866
2018-11-15,45.970736
2018-11-16,45.748858
2018-11-17,45.511729
2018-11-18,45.259875
2018-11-19,44.993846
2018-11-20,44.714218
2018-11-21,44.421585
2018-11-22,44.116563
2018-11-23,43.799785
2018-11-24,43.471896
2018-11-25,43.133556
2018-11-26,42.785432
2018-11-27,42.428202
2018-11-28,42.062547
2018-11-29,41.689152
2018-11-30,41.308702
2018-12-01,40.921883
2018-12-02,40.529377
2018-12-03,40.131859
2018-12-04,39.730002
2018-12-05,39.324467
2018-12-06,38.915906
2018-12-07,38.504960
2018-12-08,38.092257
2018-12-09,37.678410
2018-12-10,37.264019
2018-12-11,36.849665
2018-12-12,36.435914
2018-12-13,36.023315
2018-12-14,35.612395
2018-12-15,35.203665
2018-12-16,34.797615
2018-12-17,34.394715
2018-12-18,33.995417
2018-12-19,33.600150
2018-12-20,33.209324
2018-12-21,32.823329
2018-12-22,32.442534
2018-12-23,32.067288
2018-12-24,31.697921
2018-12-25,31.334744
2018-12-26,30.978048
2018-12-27,30.628106
2018-12-28,30.285173
2018-12-29,29.949486
2018-12-30,29.621265
2018-12-31,29.300715
2019-01-01,28.988024
2019-01-02,28.683365
2019-01-03,28.386897
2019-01-04,28.098767
2019-01-05,27.819105
2019-01-06,27.548033
2019-01-07,27.285659
2019-01-08,27.032079
2019-01-09,26.787383
2019-01-10,26.551647
2019-01-11,26.324942
2019-01-12,26.107327
2019-01-13,25.898856
2019-01-14,25.699577
2019-01-15,25.509529
2019-01-16,25.328748
2019-01-17,25.157262
2019-01-18,24.995097
2019-01-19,24.842274
2019-01-20,24.698811
2019-01-21,24.564722
2019-01-22,24.440020
2019-01-23,24.324713
2019-01-24,24.218811
2019-01-25,24.122319
2019-01-26,24.035244
2019-01-27,23.957590
2019-01-28,23.889362
2019-01-29,23.830564
2019-01-30,23.781201
2019-01-31,23.741276
2019-02-01,23.710795
2019-02-02,23.689764
2019-02-03,23.678188
2019-02-04,23.676074
2019-02-05,23.683430
2019-02-06,23.700265
2019-02-07,23.726588
2019-02-08,23.762409
2019-02-09,23.807739
2019-02-10,23.862590
2019-02-11,23.926974
2019-02-12,24.000904
2019-02-13,24.084391
2019-02-14,24.177450
2019-02-15,24.280093
2019-02-16,24.392332
2019-02-17,24.514178
2019-02-18,24.645642
2019-02-19,24.786733
2019-02-20,24.937458
2019-02-21,25.097822
2019-02-22,25.267827
2019-02-23,25.447473
2019-02-24,25.636754
2019-02-25,25.835664
2019-02-26,26.044187
2019-02-27,26.262307
2019-02-28,26.489999
2019-03-01,26.727231
2019-03-02,26.973968
2019-03-03,27.230161
2019-03-04,27.495759
2019-03-05,27.770697
2019-03-06,28.054904
2019-03-07,28.348294
2019-03-08,28.650773
2019-03-09,28.962234
2019-03-10,29.282557
2019-03-11,29.611609
